per_enum_index_show,per_extension_bit_name,per_extension_bit_showname,lte-rrc_dedicatedInfoType_size,lte-rrc_UL_DCCH_Message_element_size,per_extension_bit_pos,lte-rrc_c1_showname,lte-rrc_rsrqResult_r9_show,lte-rrc_rrc_TransactionIdentifier_value,lte-rrc_c1_show,lte-rrc_rlf_InfoAvailable_r10_pos,lte-rrc_ulInformationTransfer_r8_element_size,per_num_sequence_extensions_value,lte-rrc_dedicatedInfoType_pos,lte-rrc_dlInformationTransfer_r8_element_size,lte-rrc_rrcConnectionSetupComplete_r8_element_size,lte-rrc_rrc_TransactionIdentifier_pos,per_octet_string_length_show,per_sequence_of_length_pos,lte-rrc_trackingAreaCode_value,per_enum_index_value,lte-rrc_ueCapabilityInformation_element_pos,per_octet_string_length_showname,lte-rrc_securityModeComplete_element_name,per_enum_index_showname,lte-rrc_ue_CapabilityRequest_showname,lte-rrc_DL_DCCH_Message_element_size,lte-rrc_m_TMSI_value,lte-rrc_betaOffset_ACK_Index_value,lte-rrc_dedicatedInfoNASList_value,lte-rrc_establishmentCause_value,lte-rrc_dedicatedInfoNAS_pos,lte-rrc_criticalExtensions_value,lte-rrc_cellIdentity_showname,per_optional_field_bit_showname,lte-rrc_DL_DCCH_Message_element_pos,per_sequence_of_length_name,lte-rrc_securityModeCommand_r8_element_name,lte-rrc_securityModeComplete_r8_element_pos,per_choice_index_pos,per_sequence_of_length_value,lte-rrc_message_element_name,per_choice_index_value,lte-rrc_dedicatedInfoType_value,per_octet_string_length_value,lte-rrc_dlInformationTransfer_element_name,lte-rrc_c1_size,lte-rrc_shortMAC_I_value,lte-rrc_systemInformationBlockType1_element_showname,lte-rrc_dedicatedInfoNAS_show,label
3.0,1.0,4.0,14.0,14.0,45.0,19.0,31.0,28.0,4.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,43.0,2.0,10.0,49.0,12.0,1.0,3.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,339.0,2.0,12.0,40.0,1.0,1.0,50.0,40.0,9.0,0.0,34.0,184.0,9.0,1.0,14.0,4.0,1.0,264.0,0
1.0,1.0,4.0,14.0,14.0,45.0,13.0,31.0,28.0,1.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,34.0,2.0,4.0,49.0,12.0,1.0,1.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,339.0,1.0,4.0,40.0,0.0,1.0,50.0,34.0,2.0,1.0,13.0,184.0,9.0,1.0,14.0,4.0,0.0,264.0,0
3.0,1.0,4.0,14.0,14.0,45.0,12.0,31.0,28.0,0.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,34.0,2.0,27.0,49.0,12.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,5.0,2.0,1.0,40.0,0.0,1.0,50.0,34.0,0.0,1.0,0.0,184.0,9.0,1.0,32.0,4.0,1.0,264.0,0
4.0,1.0,4.0,14.0,14.0,45.0,7.0,31.0,28.0,1.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,43.0,2.0,20.0,49.0,12.0,1.0,4.0,1.0,5.0,1.0,2.0,32.0,12.0,47.0,234.0,2.0,12.0,40.0,1.0,1.0,50.0,35.0,9.0,1.0,13.0,184.0,9.0,1.0,6.0,4.0,1.0,264.0,0
3.0,0.0,2.0,14.0,14.0,45.0,8.0,31.0,60.0,3.0,81.0,12.0,3.0,43.0,37.0,31.5,44.0,21.0,46.0,2.0,6.0,49.0,12.0,1.0,3.0,1.0,5.0,22.0,1.0,32.0,19.0,47.0,338.0,2.0,8.0,40.0,0.0,1.0,50.0,44.0,8.0,1.0,22.0,184.0,9.0,1.0,19.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,34.0,45.0,9.0,31.0,20.0,4.0,81.0,12.0,3.0,43.0,37.0,33.0,46.0,32.0,43.0,2.0,27.0,49.0,9.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,159.0,2.0,7.0,40.0,1.0,1.0,50.0,46.0,9.0,1.0,4.0,184.0,0.0,1.0,34.0,4.0,1.0,103.0,0
3.0,1.0,4.0,4.0,14.0,45.0,0.0,31.0,8.0,1.0,81.0,12.0,3.0,41.0,4.0,31.5,40.0,3.0,43.0,2.0,27.0,49.0,8.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,41.0,7.0,2.0,3.0,40.0,1.0,1.0,50.0,40.0,9.0,1.0,24.0,1.0,0.0,0.0,5.0,4.0,1.0,74.0,0
3.0,1.0,4.0,12.0,13.0,45.0,18.0,31.0,28.0,9.0,81.0,12.0,3.0,49.0,37.0,31.5,40.0,11.0,43.0,2.0,27.0,49.0,0.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,49.0,281.0,2.0,11.0,40.0,1.0,1.0,50.0,48.0,9.0,1.0,15.0,130.0,4.0,1.0,13.0,4.0,1.0,75.0,0
3.0,1.0,4.0,37.0,14.0,45.0,0.0,31.0,8.0,1.0,81.0,12.0,3.0,41.0,37.0,31.5,40.0,36.0,43.0,2.0,27.0,49.0,10.0,1.0,5.0,1.0,38.0,22.0,2.0,32.0,19.0,41.0,32.0,2.0,3.0,40.0,1.0,1.0,50.0,40.0,9.0,1.0,24.0,27.0,4.0,0.0,38.0,4.0,1.0,3.0,0
3.0,1.0,4.0,12.0,13.0,45.0,18.0,31.0,28.0,9.0,81.0,12.0,3.0,51.0,37.0,31.5,40.0,11.0,43.0,2.0,27.0,49.0,0.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,51.0,265.0,2.0,11.0,40.0,1.0,1.0,50.0,50.0,9.0,1.0,15.0,114.0,4.0,1.0,13.0,4.0,1.0,58.0,0
3.0,1.0,4.0,25.0,14.0,45.0,0.0,31.0,8.0,1.0,81.0,12.0,3.0,41.0,25.0,31.5,40.0,24.0,43.0,2.0,27.0,49.0,5.0,1.0,5.0,1.0,26.0,22.0,2.0,32.0,19.0,41.0,18.0,2.0,3.0,40.0,1.0,1.0,50.0,40.0,9.0,1.0,24.0,13.0,0.0,0.0,26.0,4.0,1.0,232.0,0
3.0,1.0,4.0,20.0,21.0,45.0,18.0,31.0,28.0,9.0,81.0,20.0,3.0,49.0,37.0,31.5,40.0,19.0,43.0,2.0,27.0,49.0,2.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,49.0,318.0,2.0,11.0,40.0,1.0,1.0,50.0,48.0,9.0,1.0,15.0,167.0,7.0,1.0,21.0,4.0,1.0,247.0,0
0.0,0.0,1.0,14.0,14.0,41.0,10.0,31.0,30.0,6.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,43.0,2.0,0.0,49.0,12.0,1.0,0.0,1.0,2.0,22.0,2.0,32.0,19.0,47.0,229.0,2.0,3.0,40.0,1.0,0.0,50.0,40.0,9.0,1.0,9.0,184.0,9.0,1.0,2.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,1.0,45.0,11.0,31.0,28.0,5.0,81.0,12.0,3.0,43.0,37.0,31.5,50.0,21.0,43.0,2.0,27.0,49.0,12.0,0.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,228.0,2.0,11.0,40.0,1.0,1.0,51.0,50.0,9.0,1.0,6.0,184.0,9.0,1.0,1.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,14.0,45.0,14.0,31.0,38.0,7.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,41.0,2.0,27.0,49.0,12.0,1.0,5.0,0.0,2.0,22.0,2.0,32.0,19.0,47.0,230.0,2.0,3.0,40.0,0.0,1.0,50.0,40.0,0.0,1.0,11.0,184.0,9.0,1.0,2.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,14.0,45.0,15.0,31.0,38.0,7.0,81.0,12.0,3.0,43.0,37.0,31.5,48.0,21.0,49.0,2.0,27.0,48.0,12.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,231.0,2.0,1.0,40.0,0.0,1.0,50.0,48.0,1.0,1.0,11.0,184.0,9.0,1.0,14.0,4.0,1.0,264.0,0
4.0,0.0,3.0,14.0,14.0,42.0,2.0,31.0,20.0,4.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,43.0,2.0,15.0,49.0,12.0,1.0,4.0,1.0,100.0,22.0,0.0,21.0,19.0,47.0,217.0,2.0,2.0,40.0,0.0,1.0,50.0,40.0,7.0,1.0,4.0,184.0,9.0,1.0,100.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,15.0,45.0,18.0,31.0,28.0,9.0,81.0,14.0,3.0,62.0,37.0,31.5,40.0,13.0,43.0,2.0,27.0,49.0,1.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,62.0,312.0,2.0,11.0,40.0,1.0,1.0,50.0,61.0,9.0,1.0,15.0,161.0,4.0,1.0,15.0,4.0,1.0,220.0,0
3.0,1.0,4.0,39.0,14.0,45.0,0.0,31.0,8.0,1.0,81.0,12.0,3.0,43.0,39.0,31.5,42.0,38.0,43.0,2.0,27.0,49.0,11.0,1.0,5.0,1.0,40.0,22.0,2.0,32.0,19.0,43.0,98.0,2.0,3.0,42.0,1.0,1.0,50.0,42.0,9.0,1.0,24.0,93.0,4.0,0.0,40.0,4.0,1.0,190.0,0
1.0,1.0,4.0,14.0,14.0,45.0,6.0,31.0,28.0,5.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,43.0,2.0,1.0,49.0,12.0,1.0,1.0,1.0,1.0,22.0,2.0,32.0,19.0,47.0,228.0,2.0,6.0,40.0,1.0,1.0,50.0,40.0,9.0,1.0,6.0,184.0,9.0,1.0,1.0,4.0,1.0,264.0,0
4.0,1.0,4.0,14.0,14.0,45.0,7.0,31.0,28.0,1.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,43.0,2.0,14.0,49.0,12.0,1.0,4.0,1.0,5.0,9.0,2.0,32.0,6.0,47.0,243.0,2.0,12.0,40.0,1.0,1.0,50.0,35.0,9.0,1.0,13.0,184.0,9.0,1.0,6.0,4.0,1.0,264.0,0
3.0,0.0,2.0,14.0,14.0,45.0,8.0,31.0,60.0,3.0,81.0,12.0,3.0,43.0,37.0,31.5,44.0,21.0,46.0,2.0,6.0,49.0,12.0,1.0,3.0,1.0,5.0,22.0,1.0,32.0,19.0,47.0,338.0,2.0,8.0,40.0,0.0,1.0,50.0,44.0,8.0,1.0,22.0,184.0,9.0,1.0,19.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,30.0,45.0,9.0,31.0,20.0,4.0,81.0,12.0,3.0,43.0,37.0,29.0,46.0,28.0,43.0,2.0,27.0,49.0,7.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,128.0,2.0,7.0,40.0,1.0,1.0,50.0,46.0,9.0,1.0,4.0,184.0,0.0,1.0,30.0,4.0,1.0,113.0,0
3.0,1.0,4.0,4.0,14.0,45.0,0.0,31.0,8.0,1.0,81.0,12.0,3.0,41.0,4.0,31.5,40.0,3.0,43.0,2.0,27.0,49.0,8.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,41.0,6.0,2.0,3.0,40.0,1.0,1.0,50.0,40.0,9.0,1.0,24.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,0
1.0,1.0,4.0,14.0,14.0,45.0,6.0,31.0,28.0,5.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,43.0,2.0,1.0,49.0,12.0,1.0,1.0,1.0,1.0,22.0,2.0,32.0,19.0,47.0,228.0,2.0,6.0,40.0,1.0,1.0,50.0,40.0,9.0,1.0,6.0,184.0,9.0,1.0,1.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,14.0,45.0,19.0,31.0,28.0,4.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,43.0,2.0,11.0,49.0,12.0,1.0,3.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,339.0,2.0,12.0,40.0,1.0,1.0,50.0,40.0,9.0,0.0,34.0,184.0,9.0,1.0,14.0,4.0,1.0,264.0,0
1.0,1.0,4.0,14.0,14.0,45.0,13.0,31.0,28.0,1.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,34.0,1.0,4.0,49.0,12.0,1.0,1.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,339.0,0.0,4.0,40.0,0.0,1.0,50.0,34.0,2.0,1.0,13.0,184.0,9.0,1.0,14.0,4.0,0.0,264.0,0
3.0,1.0,4.0,14.0,14.0,45.0,12.0,31.0,28.0,0.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,34.0,2.0,27.0,49.0,12.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,5.0,2.0,1.0,40.0,0.0,1.0,50.0,34.0,0.0,1.0,0.0,184.0,9.0,1.0,32.0,4.0,1.0,264.0,0
4.0,1.0,4.0,14.0,14.0,45.0,7.0,31.0,28.0,1.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,43.0,2.0,14.0,49.0,12.0,1.0,4.0,1.0,5.0,9.0,2.0,32.0,6.0,47.0,243.0,2.0,12.0,40.0,1.0,1.0,50.0,35.0,9.0,1.0,13.0,184.0,9.0,1.0,6.0,4.0,1.0,264.0,0
3.0,0.0,2.0,14.0,14.0,45.0,8.0,31.0,60.0,3.0,81.0,12.0,3.0,43.0,37.0,31.5,44.0,21.0,46.0,2.0,6.0,49.0,12.0,1.0,3.0,1.0,5.0,22.0,1.0,32.0,19.0,47.0,338.0,2.0,8.0,40.0,0.0,1.0,50.0,44.0,8.0,1.0,22.0,184.0,9.0,1.0,19.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,34.0,45.0,9.0,31.0,20.0,4.0,81.0,12.0,3.0,43.0,37.0,33.0,46.0,32.0,43.0,2.0,27.0,49.0,9.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,153.0,2.0,7.0,40.0,1.0,1.0,50.0,46.0,9.0,1.0,4.0,184.0,0.0,1.0,34.0,4.0,1.0,95.0,0
3.0,1.0,4.0,4.0,14.0,45.0,0.0,31.0,8.0,1.0,81.0,12.0,3.0,41.0,4.0,31.5,40.0,3.0,43.0,2.0,27.0,49.0,8.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,41.0,7.0,2.0,3.0,40.0,1.0,1.0,50.0,40.0,9.0,1.0,24.0,1.0,0.0,0.0,5.0,4.0,1.0,74.0,0
3.0,1.0,4.0,12.0,13.0,45.0,18.0,31.0,28.0,9.0,81.0,12.0,3.0,49.0,37.0,31.5,40.0,11.0,43.0,2.0,27.0,49.0,0.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,49.0,281.0,2.0,11.0,40.0,1.0,1.0,50.0,48.0,9.0,1.0,15.0,130.0,4.0,1.0,13.0,4.0,1.0,75.0,0
3.0,1.0,4.0,37.0,14.0,45.0,0.0,31.0,8.0,1.0,81.0,12.0,3.0,41.0,37.0,31.5,40.0,36.0,43.0,2.0,27.0,49.0,10.0,1.0,5.0,1.0,38.0,22.0,2.0,32.0,19.0,41.0,77.0,2.0,3.0,40.0,1.0,1.0,50.0,40.0,9.0,1.0,24.0,72.0,4.0,0.0,38.0,4.0,1.0,48.0,0
3.0,1.0,4.0,12.0,13.0,45.0,18.0,31.0,28.0,9.0,81.0,12.0,3.0,51.0,37.0,31.5,40.0,11.0,43.0,2.0,27.0,49.0,0.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,51.0,272.0,2.0,11.0,40.0,1.0,1.0,50.0,50.0,9.0,1.0,15.0,121.0,4.0,1.0,13.0,4.0,1.0,65.0,0
3.0,1.0,4.0,25.0,14.0,45.0,0.0,31.0,8.0,1.0,81.0,12.0,3.0,41.0,25.0,31.5,40.0,24.0,43.0,2.0,27.0,49.0,5.0,1.0,5.0,1.0,26.0,22.0,2.0,32.0,19.0,41.0,23.0,2.0,3.0,40.0,1.0,1.0,50.0,40.0,9.0,1.0,24.0,18.0,0.0,0.0,26.0,4.0,1.0,237.0,0
3.0,1.0,4.0,20.0,21.0,45.0,18.0,31.0,28.0,9.0,81.0,20.0,3.0,49.0,37.0,31.5,40.0,19.0,43.0,2.0,27.0,49.0,2.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,49.0,320.0,2.0,11.0,40.0,1.0,1.0,50.0,48.0,9.0,1.0,15.0,169.0,7.0,1.0,21.0,4.0,1.0,249.0,0
0.0,0.0,1.0,14.0,14.0,41.0,10.0,31.0,30.0,6.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,43.0,2.0,0.0,49.0,12.0,1.0,0.0,1.0,2.0,22.0,2.0,32.0,19.0,47.0,229.0,2.0,3.0,40.0,1.0,0.0,50.0,40.0,9.0,1.0,9.0,184.0,9.0,1.0,2.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,1.0,45.0,11.0,31.0,28.0,5.0,81.0,12.0,3.0,43.0,37.0,31.5,50.0,21.0,43.0,2.0,27.0,49.0,12.0,0.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,228.0,2.0,11.0,40.0,1.0,1.0,51.0,50.0,9.0,1.0,6.0,184.0,9.0,1.0,1.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,14.0,45.0,14.0,31.0,38.0,7.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,41.0,2.0,27.0,49.0,12.0,1.0,5.0,0.0,2.0,22.0,2.0,32.0,19.0,47.0,230.0,2.0,3.0,40.0,0.0,1.0,50.0,40.0,0.0,1.0,11.0,184.0,9.0,1.0,2.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,14.0,45.0,15.0,31.0,38.0,7.0,81.0,12.0,3.0,43.0,37.0,31.5,48.0,21.0,49.0,2.0,27.0,48.0,12.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,231.0,2.0,1.0,40.0,0.0,1.0,50.0,48.0,1.0,1.0,11.0,184.0,9.0,1.0,14.0,4.0,1.0,264.0,0
4.0,0.0,3.0,14.0,14.0,42.0,2.0,31.0,20.0,4.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,43.0,2.0,15.0,49.0,12.0,1.0,4.0,1.0,100.0,22.0,0.0,16.0,19.0,47.0,212.0,2.0,2.0,40.0,0.0,1.0,50.0,40.0,7.0,1.0,4.0,184.0,9.0,1.0,100.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,15.0,45.0,18.0,31.0,28.0,9.0,81.0,14.0,3.0,62.0,37.0,31.5,40.0,13.0,43.0,2.0,27.0,49.0,1.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,62.0,289.0,2.0,11.0,40.0,1.0,1.0,50.0,61.0,9.0,1.0,15.0,138.0,4.0,1.0,15.0,4.0,1.0,174.0,0
3.0,1.0,4.0,39.0,14.0,45.0,0.0,31.0,8.0,1.0,81.0,12.0,3.0,43.0,39.0,31.5,42.0,38.0,43.0,2.0,27.0,49.0,11.0,1.0,5.0,1.0,40.0,22.0,2.0,32.0,19.0,43.0,106.0,2.0,3.0,42.0,1.0,1.0,50.0,42.0,9.0,1.0,24.0,101.0,4.0,0.0,40.0,4.0,1.0,202.0,0
1.0,1.0,4.0,14.0,14.0,45.0,6.0,31.0,28.0,5.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,43.0,2.0,1.0,49.0,12.0,1.0,1.0,1.0,1.0,22.0,2.0,32.0,19.0,47.0,228.0,2.0,6.0,40.0,1.0,1.0,50.0,40.0,9.0,1.0,6.0,184.0,9.0,1.0,1.0,4.0,1.0,264.0,0
4.0,1.0,4.0,14.0,14.0,45.0,7.0,31.0,28.0,1.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,43.0,2.0,25.0,49.0,12.0,1.0,4.0,1.0,5.0,16.0,2.0,32.0,17.0,47.0,251.0,2.0,12.0,40.0,1.0,1.0,50.0,35.0,9.0,1.0,13.0,184.0,9.0,1.0,6.0,4.0,1.0,264.0,0
3.0,0.0,2.0,14.0,14.0,45.0,8.0,31.0,60.0,3.0,81.0,12.0,3.0,43.0,37.0,31.5,44.0,21.0,46.0,2.0,6.0,49.0,12.0,1.0,3.0,1.0,5.0,22.0,1.0,32.0,19.0,47.0,338.0,2.0,8.0,40.0,0.0,1.0,50.0,44.0,8.0,1.0,22.0,184.0,9.0,1.0,19.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,30.0,45.0,9.0,31.0,20.0,4.0,81.0,12.0,3.0,43.0,37.0,29.0,46.0,28.0,43.0,2.0,27.0,49.0,7.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,130.0,2.0,7.0,40.0,1.0,1.0,50.0,46.0,9.0,1.0,4.0,184.0,0.0,1.0,30.0,4.0,1.0,118.0,0
1.0,1.0,4.0,14.0,14.0,45.0,6.0,31.0,28.0,5.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,43.0,2.0,1.0,49.0,12.0,1.0,1.0,1.0,1.0,22.0,2.0,32.0,19.0,47.0,228.0,2.0,6.0,40.0,1.0,1.0,50.0,40.0,9.0,1.0,6.0,184.0,9.0,1.0,1.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,14.0,45.0,19.0,31.0,28.0,4.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,43.0,2.0,13.0,49.0,12.0,1.0,3.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,339.0,2.0,12.0,40.0,1.0,1.0,50.0,40.0,9.0,0.0,34.0,184.0,9.0,1.0,14.0,4.0,1.0,264.0,0
1.0,1.0,4.0,14.0,14.0,45.0,13.0,31.0,28.0,1.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,34.0,1.0,4.0,49.0,12.0,1.0,1.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,339.0,0.0,4.0,40.0,0.0,1.0,50.0,34.0,2.0,1.0,13.0,184.0,9.0,1.0,14.0,4.0,0.0,264.0,0
3.0,1.0,4.0,14.0,14.0,45.0,12.0,31.0,28.0,0.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,34.0,2.0,27.0,49.0,12.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,5.0,2.0,1.0,40.0,0.0,1.0,50.0,34.0,0.0,1.0,0.0,184.0,9.0,1.0,32.0,4.0,1.0,264.0,0
4.0,1.0,4.0,14.0,14.0,45.0,7.0,31.0,28.0,1.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,43.0,2.0,25.0,49.0,12.0,1.0,4.0,1.0,5.0,16.0,2.0,32.0,17.0,47.0,251.0,2.0,12.0,40.0,1.0,1.0,50.0,35.0,9.0,1.0,13.0,184.0,9.0,1.0,6.0,4.0,1.0,264.0,0
3.0,0.0,2.0,14.0,14.0,45.0,8.0,31.0,60.0,3.0,81.0,12.0,3.0,43.0,37.0,31.5,44.0,21.0,46.0,2.0,6.0,49.0,12.0,1.0,3.0,1.0,5.0,22.0,1.0,32.0,19.0,47.0,338.0,2.0,8.0,40.0,0.0,1.0,50.0,44.0,8.0,1.0,22.0,184.0,9.0,1.0,19.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,34.0,45.0,9.0,31.0,20.0,4.0,81.0,12.0,3.0,43.0,37.0,33.0,46.0,32.0,43.0,2.0,27.0,49.0,9.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,170.0,2.0,7.0,40.0,1.0,1.0,50.0,46.0,9.0,1.0,4.0,184.0,0.0,1.0,34.0,4.0,1.0,122.0,0
3.0,1.0,4.0,4.0,14.0,45.0,0.0,31.0,8.0,1.0,81.0,12.0,3.0,41.0,4.0,31.5,40.0,3.0,43.0,2.0,27.0,49.0,8.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,41.0,7.0,2.0,3.0,40.0,1.0,1.0,50.0,40.0,9.0,1.0,24.0,1.0,0.0,0.0,5.0,4.0,1.0,74.0,0
3.0,1.0,4.0,12.0,13.0,45.0,18.0,31.0,28.0,9.0,81.0,12.0,3.0,49.0,37.0,31.5,40.0,11.0,43.0,2.0,27.0,49.0,0.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,49.0,281.0,2.0,11.0,40.0,1.0,1.0,50.0,48.0,9.0,1.0,15.0,130.0,4.0,1.0,13.0,4.0,1.0,75.0,0
3.0,1.0,4.0,37.0,14.0,45.0,0.0,31.0,8.0,1.0,81.0,12.0,3.0,41.0,37.0,31.5,40.0,36.0,43.0,2.0,27.0,49.0,10.0,1.0,5.0,1.0,38.0,22.0,2.0,32.0,19.0,41.0,54.0,2.0,3.0,40.0,1.0,1.0,50.0,40.0,9.0,1.0,24.0,49.0,4.0,0.0,38.0,4.0,1.0,25.0,0
3.0,1.0,4.0,12.0,13.0,45.0,18.0,31.0,28.0,9.0,81.0,12.0,3.0,51.0,37.0,31.5,40.0,11.0,43.0,2.0,27.0,49.0,0.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,51.0,263.0,2.0,11.0,40.0,1.0,1.0,50.0,50.0,9.0,1.0,15.0,112.0,4.0,1.0,13.0,4.0,1.0,56.0,0
3.0,1.0,4.0,25.0,14.0,45.0,0.0,31.0,8.0,1.0,81.0,12.0,3.0,41.0,25.0,31.5,40.0,24.0,43.0,2.0,27.0,49.0,5.0,1.0,5.0,1.0,26.0,22.0,2.0,32.0,19.0,41.0,10.0,2.0,3.0,40.0,1.0,1.0,50.0,40.0,9.0,1.0,24.0,5.0,0.0,0.0,26.0,4.0,1.0,224.0,0
3.0,1.0,4.0,20.0,21.0,45.0,18.0,31.0,28.0,9.0,81.0,20.0,3.0,49.0,37.0,31.5,40.0,19.0,43.0,2.0,27.0,49.0,2.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,49.0,326.0,2.0,11.0,40.0,1.0,1.0,50.0,48.0,9.0,1.0,15.0,175.0,7.0,1.0,21.0,4.0,1.0,255.0,0
0.0,0.0,1.0,14.0,14.0,41.0,10.0,31.0,30.0,6.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,43.0,2.0,0.0,49.0,12.0,1.0,0.0,1.0,2.0,22.0,2.0,32.0,19.0,47.0,229.0,2.0,3.0,40.0,1.0,0.0,50.0,40.0,9.0,1.0,9.0,184.0,9.0,1.0,2.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,1.0,45.0,11.0,31.0,28.0,5.0,81.0,12.0,3.0,43.0,37.0,31.5,50.0,21.0,43.0,2.0,27.0,49.0,12.0,0.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,228.0,2.0,11.0,40.0,1.0,1.0,51.0,50.0,9.0,1.0,6.0,184.0,9.0,1.0,1.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,14.0,45.0,14.0,31.0,38.0,7.0,81.0,12.0,3.0,43.0,37.0,31.5,40.0,21.0,41.0,2.0,27.0,49.0,12.0,1.0,5.0,0.0,2.0,22.0,2.0,32.0,19.0,47.0,230.0,2.0,3.0,40.0,0.0,1.0,50.0,40.0,0.0,1.0,11.0,184.0,9.0,1.0,2.0,4.0,1.0,264.0,0
3.0,1.0,4.0,14.0,14.0,45.0,15.0,31.0,38.0,7.0,81.0,12.0,3.0,43.0,37.0,31.5,48.0,21.0,49.0,2.0,27.0,48.0,12.0,1.0,5.0,1.0,5.0,22.0,2.0,32.0,19.0,47.0,231.0,2.0,1.0,40.0,0.0,1.0,50.0,48.0,1.0,1.0,11.0,184.0,9.0,1.0,14.0,4.0,1.0,264.0,0
